ID,COUNTY,TSZ,Special_Event_a,EventTransitBias,TripLengthBias,Orig_DriveTime,New_DriveTime,Time_Difference,OBJECTID,ITSZ05,DIST05,TSZ00,COUNTY_CODE,X_COORD,minCT,Land_Area,Model_Area,DART,FWTA,MPA,External,TSZ05,ACRES,Y_COORD,maxCT,JUR57,DIST66,TAD,Total_Area,TRACT,DIst30,Dist Name,Districts,District_Name,TAP00,LEN,SHAPE_area,SHAPE_len,RAA,City,Water_Area,DCTA,Airport,AREATP07,ATZONE,SHUTTLE,Hotel_Rooms,Hotel_Flag,Room_VL,Room_L,Room_M,Room_S,Hotel_Occupancy_Share,Business_meal_p,Business_business_p,Business_other_p,Business_nonhotel_p,Leisure_meal_p,Leisure_business_p,Leisure_other_p,Leisure_nonhotel_p,Business_meal_a,Business_business_a,Business_other_a,Business_nonhotel_a,Leisure_meal_a,Leisure_business_a,Leisure_other_a,Leisure_nonhotel_a,SERVICE,business_a,leisure_a,Total_a,NonCBD_Mask,Total_Business_p,Total_Leisure_p,Special_Event_p,Special_Event_PKOP,NormalParkingCost,Backup_NormalParkingCost,EventParkingCost,Dallas_CBD,Final_Org,Median_HH_Income
5266,Hunt                          ,20057,0,0,0,10.6387,0,0,741,20057,231008                        ,                              ,231                           ,2.74012e+006,9607,0,0,0,0,0,0,20057                         ,12819.6,7.04408e+006,0,0,0,0,0,9607.00                       ,30,Other Dist                    ,2,District 2                    ,0,0,5.58423e+008,127011,659,                              ,0,0,NonAirport                    ,5,0,0,0,0,0,0,0,0,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2844.61,0,0,0,0,0,1,0
5351,External                      ,21032,0,0,0,0,0,0,0,0,       l                      ,       l                      ,       l                      ,2.74713e+006,0,0,0,0,0,0,1,       l                      ,0,7.02258e+006,0,0,0,0,0,                              ,30,Other Dist                    ,2,District 2                    ,0,0,0,0,932,                              ,0,0,NonAirport                    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Hood                          ,44002,0,0,0,0,0,0,0,19005,221001                        ,                              ,221                           ,2.11696e+006,0,0,0,0,0,0,0,19005                         ,0,6.86975e+006,0,0,0,0,0,1603.00                       ,30,Other Dist                    ,2,District 2                    ,0,0,0,0,652,                              ,0,0,NonAirport                    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,Hood                          ,44003,0,0,0,0,0,0,6081,19005,221001                        ,                              ,221                           ,2.14366e+006,507.041,0,0,0,0,0,0,19005                         ,22748.5,6.84907e+006,0,0,0,0,0,1603.00                       ,30,Other Dist                    ,2,District 2                    ,0,0,9.90924e+008,86849.2,652,                              ,0,0,NonAirport                    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,Hood                          ,44004,0,0,0,0,0,0,0,19014,221001                        ,                              ,221                           ,2.12431e+006,0,0,0,0,0,0,0,19014                         ,0,6.8315e+006,0,0,0,0,0,1603.00                       ,30,Other Dist                    ,2,District 2                    ,0,0,0,0,652,                              ,0,0,NonAirport                    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Hood                          ,19022,0,0,0,6.4068,0,0,6421,19022,221004                        ,                              ,221                           ,2.1476e+006,1603,0,0,0,0,0,0,19022                         ,39056.7,6.79872e+006,0,0,0,0,0,1603.00                       ,30,Other Dist                    ,2,District 2                    ,0,0,1.70131e+009,171919,652,                              ,0,0,NonAirport                    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5330,External                      ,21068,0,0,0,9.6871,0,0,0,0,       l                      ,       l                      ,       l                      ,2.12121e+006,0,0,0,0,0,0,1,       l                      ,0,6.81226e+006,0,0,0,0,0,9501.00                       ,30,Other Dist                    ,2,District 2                    ,0,0,0,0,968,                              ,0,0,NonAirport                    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,Hood                          ,44006,0,0,0,0,0,0,0,19019,221004                        ,                              ,221                           ,2.18153e+006,0,0,0,0,0,0,0,19019                         ,0,6.80781e+006,0,0,0,0,0,1603.00                       ,30,Other Dist                    ,2,District 2                    ,0,0,0,0,652,                              ,0,0,NonAirport                    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5334,External                      ,21064,0,0,0,8.06603,0,0,0,0,       l                      ,       l                      ,       l                      ,2.1806e+006,0,0,0,0,0,0,1,       l                      ,0,6.79044e+006,0,0,0,0,0,9901.00                       ,30,Other Dist                    ,2,District 2                    ,0,0,0,0,964,                              ,0,0,NonAirport                    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,Hood                          ,19020,0,0,0,6.8783,0,0,6357,19020,221003                        ,                              ,221                           ,2.20535e+006,1602.03,0,0,0,0,0,0,19020                         ,15591.8,6.81703e+006,0,0,0,0,0,1602.03                       ,30,Other Dist                    ,2,District 2                    ,0,0,6.79178e+008,167908,651,                              ,0,0,NonAirport                    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5335,External                      ,21063,0,0,0,8.25497,0,0,0,0,       l                      ,       l                      ,       l                      ,2.2035e+006,0,0,0,0,0,0,1,       l                      ,0,6.79689e+006,0,0,0,0,0,9901.00                       ,30,Other Dist                    ,2,District 2                    ,0,0,0,0,963,                              ,0,0,NonAirport                    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,Hood                          ,19021,0,0,0,6.59863,0,0,6432,19021,221003                        ,                              ,221                           ,2.22787e+006,1602.03,0,0,0,0,0,0,19021                         ,12584.8,6.81039e+006,0,0,0,0,0,1602.03                       ,30,Other Dist                    ,2,District 2                    ,0,0,5.48195e+008,101052,651,                              ,0,0,NonAirport                    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Johnson                       ,46006,0,0,0,0,0,0,6347,16118,251014                        ,16090                         ,25190                         ,2.25639e+006,914.322,0,0,0,0,0,0,16118                         ,25127.5,6.80276e+006,0,0,0,0,0,1301.00                       ,30,Other Dist                    ,2,District 2                    ,0,0,1.09455e+009,129667,617,                              ,0,0,NonAirport                    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,Hood                          ,19005,0,0,0,7.39203,0,0,6076,19005,221001                        ,                              ,221                           ,2.15345e+006,522.75,0,0,0,0,0,0,19005                         ,23466.9,6.87192e+006,0,0,0,0,0,1603.00                       ,30,Other Dist                    ,2,District 2                    ,0,0,1.02222e+009,89560.8,652,                              ,0,0,NonAirport                    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,Hood                          ,19001,0,0,0,8.33754,0,0,6091,19001,221002                        ,                              ,221                           ,2.17406e+006,1602.01,0,0,0,0,0,0,19001                         ,1962.23,6.87894e+006,0,0,0,0,0,1602.01                       ,30,Other Dist                    ,2,District 2                    ,0,0,8.5475e+007,63701.5,649,                              ,0,0,NonAirport                    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Parker                        ,48000,0,0,0,0,0,0,0,12068,367014                        ,12064                         ,36764                         ,2.16158e+006,0,0,0,0,0,0,0,12068                         ,0,6.89533e+006,0,0,0,0,0,1406.02                       ,30,Other Dist                    ,2,District 2                    ,0,0,0,0,634,                              ,0,0,NonAirport                    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,Hood                          ,19003,0,0,0,7.71651,0,0,6221,19003,221002                        ,                              ,221                           ,2.17415e+006,1602.01,0,0,0,0,0,0,19003                         ,1863.24,6.86082e+006,0,0,0,0,0,1602.01                       ,30,Other Dist                    ,2,District 2                    ,0,0,8.1163e+007,44039,649,                              ,0,0,NonAirport                    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,Hood                          ,44005,0,0,0,0,0,0,6076,19005,221001                        ,                              ,221                           ,2.17155e+006,48.5809,0,0,0,0,0,0,19005                         ,2180.86,6.8499e+006,0,0,0,0,0,1603.00                       ,30,Other Dist                    ,2,District 2                    ,0,0,9.49982e+007,8323.18,652,                              ,0,0,NonAirport                    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5289,Hood                          ,44007,0,0,0,0,0,0,12602,19014,221001                        ,                              ,221                           ,2.17203e+006,236.701,0,0,0,0,0,0,19014                         ,2823.67,6.84189e+006,0,0,0,0,0,1603.00                       ,30,Other Dist                    ,2,District 2                    ,0,0,1.22999e+008,28619.1,652,                              ,0,0,NonAirport                    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,Hood                          ,19019,0,0,0,6.54312,0,0,6327,19019,221004                        ,                              ,221                           ,2.167e+006,1603,0,0,0,0,0,0,19019                         ,27159.8,6.82518e+006,0,0,0,0,0,1603.00                       ,30,Other Dist                    ,2,District 2                    ,0,0,1.18308e+009,178478,652,                              ,0,0,NonAirport                    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5288,Hood                          ,19014,0,0,0,6.67185,0,0,6297,19014,221001                        ,                              ,221                           ,2.14903e+006,536.798,0,0,0,0,0,0,19014                         ,6403.61,6.8318e+006,0,0,0,0,0,1603.00                       ,30,Other Dist                    ,2,District 2                    ,0,0,2.78941e+008,64903.3,652,                              ,0,0,NonAirport                    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Hood                          ,44008,0,0,0,0,0,0,0,19018,221004                        ,                              ,221                           ,2.18478e+006,0,0,0,0,0,0,0,19018                         ,0,6.82546e+006,0,0,0,0,0,1603.00                       ,30,Other Dist                    ,2,District 2                    ,0,0,0,0,652,                              ,0,0,NonAirport                    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,Hood                          ,19015,0,0,0,6.68318,0,0,6332,19015,221005                        ,                              ,221                           ,2.19548e+006,1602.03,0,0,0,0,0,0,19015                         ,3090.06,6.83222e+006,0,0,0,0,0,1602.03                       ,30,Other Dist                    ,2,District 2                    ,0,0,1.34603e+008,65027.9,651,                              ,0,0,NonAirport                    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,Hood                          ,19002,0,0,0,7.84763,0,0,6083,19002,221002                        ,                              ,221                           ,2.18158e+006,1602.01,0,0,0,0,0,0,19002                         ,11214.3,6.87289e+006,0,0,0,0,0,1602.01                       ,30,Other Dist                    ,2,District 2                    ,0,0,4.88496e+008,111132,649,                              ,0,0,NonAirport                    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,Hood                          ,44000,0,0,0,0,0,0,0,19002,221002                        ,                              ,221                           ,2.18952e+006,0,0,0,0,0,0,0,19002                         ,0,6.87205e+006,0,0,0,0,0,1602.01                       ,30,Other Dist                    ,2,District 2                    ,0,0,0,0,649,                              ,0,0,NonAirport                    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,Hood                          ,19004,0,0,0,7.15652,0,0,6089,19004,221002                        ,                              ,221                           ,2.20017e+006,1602.01,0,0,0,0,0,0,19004                         ,30767.7,6.86588e+006,0,0,0,0,0,1602.01                       ,30,Other Dist                    ,2,District 2                    ,0,0,1.34024e+009,176412,649,                              ,0,0,NonAirport                    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,Hood                          ,19007,0,0,0,7.41808,0,0,6176,19007,221003                        ,                              ,221                           ,2.22893e+006,1602.02,0,0,0,0,0,0,19007                         ,14354.8,6.85453e+006,0,0,0,0,0,1602.02                       ,30,Other Dist                    ,2,District 2                    ,0,0,6.25295e+008,126882,650,                              ,0,0,NonAirport                    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,Hood                          ,19013,0,0,0,6.61264,0,0,6295,19013,221005                        ,                              ,221                           ,2.19776e+006,1602.02,0,0,0,0,0,0,19013                         ,2862.24,6.84107e+006,0,0,0,0,0,1602.02                       ,30,Other Dist                    ,2,District 2                    ,0,0,1.24679e+008,59830.6,650,                              ,0,0,NonAirport                    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,Hood                          ,19012,0,0,0,6.75274,0,0,6317,19012,221002                        ,                              ,221                           ,2.1917e+006,1602.02,0,0,0,0,0,0,19012                         ,243.956,6.84277e+006,0,0,0,0,0,1602.02                       ,30,Other Dist                    ,2,District 2                    ,0,0,1.06267e+007,18945,650,                              ,0,0,NonAirport                    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,Hood                          ,19006,0,0,0,7.24049,0,0,6244,19006,221002                        ,                              ,221                           ,2.19001e+006,1601,0,0,0,0,0,0,19006                         ,3570.65,6.85298e+006,0,0,0,0,0,1601.00                       ,30,Other Dist                    ,2,District 2                    ,0,0,1.55537e+008,55397.1,648,                              ,0,0,NonAirport                    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,Johnson                       ,46000,0,0,0,0,0,0,6301,16086,251001                        ,16084                         ,25184                         ,2.25462e+006,1301,0,0,0,0,0,0,16086                         ,14197.3,6.83958e+006,0,0,0,0,0,1301.00                       ,30,Other Dist                    ,2,District 2                    ,0,0,6.18433e+008,120888,617,                              ,0,0,NonAirport                    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,Hood                          ,19017,0,0,0,6.92791,0,0,6310,19017,221003                        ,                              ,221                           ,2.2296e+006,1602.02,0,0,0,0,0,0,19017                         ,11563.7,6.8304e+006,0,0,0,0,0,1602.02                       ,30,Other Dist                    ,2,District 2                    ,0,0,5.03715e+008,116199,650,                              ,0,0,NonAirport                    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,Hood                          ,19016,0,0,0,6.78354,0,0,6306,19016,221005                        ,                              ,221                           ,2.21167e+006,1602.02,0,0,0,0,0,0,19016                         ,5366.36,6.83877e+006,0,0,0,0,0,1602.02                       ,30,Other Dist                    ,2,District 2                    ,0,0,2.33759e+008,65011.1,650,                              ,0,0,NonAirport                    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,Hood                          ,19008,0,0,0,7.13063,0,0,6266,19008,221001                        ,                              ,221                           ,2.18069e+006,1600.98,0,0,0,0,0,0,19008                         ,2224.22,6.84781e+006,0,0,0,0,0,1601.00                       ,30,Other Dist                    ,2,District 2                    ,0,0,9.6887e+007,50323.4,648,                              ,0,0,NonAirport                    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,Johnson                       ,46007,0,0,0,0,0,0,0,16086,251001                        ,16084                         ,25184                         ,2.27041e+006,0,0,0,0,0,0,0,16086                         ,0,6.83362e+006,0,0,0,0,0,1301.00                       ,30,Other Dist                    ,2,District 2                    ,0,0,0,0,617,                              ,0,0,NonAirport                    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,Johnson                       ,46008,0,0,0,0,0,0,0,16118,251014                        ,16090                         ,25190                         ,2.25132e+006,0,0,0,0,0,0,0,16118                         ,0,6.82326e+006,0,0,0,0,0,1301.00                       ,30,Other Dist                    ,2,District 2                    ,0,0,0,0,617,                              ,0,0,NonAirport                    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,Johnson                       ,16073,0,0,0,9.15477,0,0,0,16071,251002                        ,16073                         ,25173                         ,2.27447e+006,0,2.47364,2.47364,0,0,1,0,16071                         ,0,6.84574e+006,0,48,60,401,2.48125,1301.00                       ,29,JohnEllisDist                 ,2,District 2                    ,16073,0,0,0,709,OtherIncorporated             ,0.00760849,0,NonAirport      d             ,5,0,0,0,0,0,0,0,0,0.62,0,0,0,0,0,0,0,0,0.301,0.220624,0.230919,0.0555991,0.14181,0.00612217,0.50307,0.137669,14,2.198,1.414,3.612,0,0,0,1285.92,0,0,0,0,0,1,40808
85,Hood            d             ,19010,0,0,0,6.82711,0,0,6314,19010,221002          d             ,                d             ,221             d             ,2.18955e+006,1601,0,0,0,0,0,0,19010           d             ,322.123,6.84368e+006,0,0,0,0,0,1601.00         d             ,30,Other Dist                    ,2,District 2                    ,0,0,1.40317e+007,20980.8,648,                              ,0,0,NonAirport                    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,Hood                          ,19009,0,0,0,6.9339,0,0,6316,19009,221001                        ,                              ,221                           ,2.18384e+006,1601,0,0,0,0,0,0,19009                         ,291.902,6.84294e+006,0,0,0,0,0,1601.00                       ,30,Other Dist                    ,2,District 2                    ,0,0,1.27152e+007,18254,648,                              ,0,0,NonAirport                    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,Johnson                       ,40086,0,0,0,5.60804,0,0,0,16101,251015                        ,16092                         ,25192                         ,2.2863e+006,0,8.11654,8.11654,0,0,1,0,16101                         ,0,6.82934e+006,0,48,60,400,8.18452,1303.02                       ,29,JohnEllisDist                 ,2,District 2                    ,40086,0,0,0,702,OtherIncorporated             ,0.0679868,0,NonAirport      d             ,5,0,0,0,0,0,0,0,0,0.62,0,0,0,0,0,0,0,0,1.3975,1.02432,1.07213,0.258139,0.658404,0.0284244,2.33568,0.639177,65,10.205,6.565,16.77,0,0,0,675.79,0,0,0,0,0,1,33815
216,Johnson         d             ,46004,0,0,0,0,0,0,6347,16118,251014          d             ,16090           d             ,25190           d             ,2.2784e+006,386.678,0,0,0,0,0,0,16118           d             ,10626.7,6.81274e+006,0,0,0,0,0,1301.00         d             ,30,Other Dist                    ,2,District 2                    ,0,0,4.629e+008,54837.8,617,                              ,0,0,NonAirport                    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,Johnson                       ,16074,0,0,0,8.94578,0,0,0,16072,251011                        ,16074                         ,25174                         ,2.28504e+006,0,4.67973,4.67973,0,0,1,0,16072                         ,0,6.84362e+006,0,48,60,401,4.70964,1302.01                       ,29,JohnEllisDist                 ,2,District 2                    ,16074,0,0,0,709,OtherIncorporated             ,0.02991,0,NonAirport      d             ,5,0,0,0,0,0,0,0,0,0.62,0,0,0,0,0,0,0,0,2.1715,1.59164,1.66592,0.401108,1.02306,0.0441671,3.62929,0.993183,101,15.857,10.201,26.058,0,0,0,1062,0,0,0,0,0,1,44596
154,Johnson         d             ,46012,0,0,0,0,0,0,0,16171,251021          d             ,16167           d             ,25167           d             ,2.25318e+006,0,0,0,0,0,0,0,16171           d             ,0,6.77958e+006,0,0,0,0,0,1306.00         d             ,30,Other Dist                    ,2,District 2                    ,0,0,0,0,700,                              ,0,0,NonAirport                    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5382,External                      ,21062,0,0,0,8.52368,0,0,0,0,       l                      ,       l                      ,       l                      ,2.23923e+006,0,0,0,0,0,0,1,       l                      ,0,6.78515e+006,0,0,0,0,0,9901.00                       ,30,Other Dist                    ,2,District 2                    ,0,0,0,0,962,                              ,0,0,NonAirport                    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,Johnson                       ,41169,0,0,0,0,0,0,0,16120,251015                        ,16112                         ,25112                         ,2.29122e+006,0,4.18295,4.18295,0,0,1,0,16120                         ,0,6.81329e+006,0,48,60,400,4.19611,1301.00                       ,29,JohnEllisDist                 ,2,District 2                    ,41169,0,0,0,702,OtherIncorporated             ,0.0131574,0,NonAirport      d             ,5,0,0,0,0,0,0,0,0,0.62,0,0,0,0,0,0,0,0,0.6665,0.488524,0.511321,0.123112,0.314008,0.0135562,1.11394,0.304838,31,4.867,3.131,7.998,0,0,0,306.19,0,0,0,0,0,1,31213
223,Johnson         d             ,46003,0,0,0,0,0,0,0,16171,251021          d             ,16167           d             ,25167           d             ,2.27822e+006,0,0,0,0,0,0,0,16171           d             ,0,6.78414e+006,0,0,0,0,0,1306.00         d             ,30,Other Dist                    ,2,District 2                    ,0,0,0,0,700,                              ,0,0,NonAirport                    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,Johnson                       ,46005,0,0,0,0,0,0,0,16171,251021                        ,16167                         ,25167                         ,2.27202e+006,0,0,0,0,0,0,0,16171                         ,0,6.79273e+006,0,0,0,0,0,1306.00                       ,30,Other Dist                    ,2,District 2                    ,0,0,0,0,700,                              ,0,0,NonAirport                    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,Johnson                       ,16098,0,0,0,9.3819,0,0,0,16090,251015                        ,16098                         ,25198                         ,2.29592e+006,0,2.2147,2.2147,0,0,1,0,16090                         ,0,6.82905e+006,0,48,60,400,2.21928,1303.02                       ,29,JohnEllisDist                 ,2,District 2                    ,16098,0,0,0,702,OtherIncorporated             ,0.0045785,0,NonAirport      d             ,5,0,0,0,0,0,0,0,0,0.62,0,0,0,0,0,0,0,0,1.032,0.756424,0.791723,0.190625,0.486206,0.0209903,1.72481,0.472008,48,7.536,4.848,12.384,0,0,0,278.83,0,0,0,0,0,1,28551
5301,Johnson         d             ,46001,0,0,0,0,0,0,0,16171,251021          d             ,16167           d             ,25167           d             ,2.25918e+006,0,0,0,0,0,0,0,16171           d             ,0,6.75135e+006,0,0,0,0,0,1306.00         d             ,30,Other Dist                    ,2,District 2                    ,0,0,0,0,700,                              ,0,0,NonAirport                    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5383,External                      ,21061,0,0,0,8.63279,0,0,0,0,       l                      ,       l                      ,       l                      ,2.23945e+006,0,0,0,0,0,0,1,       l                      ,0,6.76372e+006,0,0,0,0,0,9901.00                       ,30,Other Dist                    ,2,District 2                    ,0,0,0,0,961,                              ,0,0,NonAirport                    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,Johnson                       ,46021,0,0,0,0,0,0,0,16170,251022                        ,16168                         ,25168                         ,2.29659e+006,0,0,0,0,0,0,0,16170                         ,0,6.78292e+006,0,0,0,0,0,1306.00                       ,30,Other Dist                    ,2,District 2                    ,0,0,0,0,700,                              ,0,0,NonAirport                    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,Johnson                       ,46009,0,0,0,0,0,0,0,16171,251021                        ,16167                         ,25167                         ,2.27813e+006,0,0,0,0,0,0,0,16171                         ,0,6.75999e+006,0,0,0,0,0,1306.00                       ,30,Other Dist                    ,2,District 2                    ,0,0,0,0,700,                              ,0,0,NonAirport                    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,Johnson                       ,46013,0,0,0,0,0,0,0,16171,251021                        ,16167                         ,25167                         ,2.26373e+006,0,0,0,0,0,0,0,16171                         ,0,6.76396e+006,0,0,0,0,0,1306.00                       ,30,Other Dist                    ,2,District 2                    ,0,0,0,0,700,                              ,0,0,NonAirport                    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,Johnson                       ,16114,0,0,0,10.3874,0,0,0,16122,251015                        ,16114                         ,25114                         ,2.30138e+006,0,3.49406,3.49406,0,0,1,0,16122                         ,0,6.82054e+006,0,48,60,400,3.53434,1303.02                       ,29,JohnEllisDist                 ,2,District 2                    ,16114,0,0,0,702,OtherIncorporated             ,0.0402766,0,NonAirport      d             ,5,0,0,0,0,0,0,0,0,0.62,0,0,0,0,0,0,0,0,9.6965,7.10723,7.4389,1.79108,4.56831,0.197221,16.206,4.43491,451,70.807,45.551,116.358,0,0,0,3988.34,0,0,0,0,0,1,28800
